seconds,working_set_bytes,private_bytes,os_peak_working_set_bytes
0.005263500002911314,1802240,405504,1802240
0.02578450000146404,13811712,6795264,13811712
0.046415700009674765,20455424,13778944,22847488
0.06696210001246072,26566656,20439040,31703040
0.08755630000086967,32608256,26431488,39673856
0.10814700000628363,38117376,35422208,51634176
0.1285385000082897,43032576,48898048,69574656
0.14868540001043584,49455104,48898048,69574656
0.1692903000075603,56143872,109563904,69574656
0.18983070000831503,60366848,69120000,96477184
0.2102865000051679,66789376,69120000,96477184
0.23088370000186842,73146368,69120000,96477184
0.2511157000117237,120340480,160108544,136839168
0.27176699999836273,82116608,99446784,136839168
0.29198700000415556,88211456,99446784,136839168
0.3127472000051057,94568448,99446784,136839168
0.33312239999941085,100859904,99446784,136839168
0.3536603000102332,122269696,235933696,136839168
0.373908699999447,108720128,144945152,197378048
0.3943427000049269,115142656,144945152,197378048
0.41473360000236426,121499648,144945152,197378048
0.4353583000047365,127922176,144945152,197378048
0.4560434000013629,134410240,144945152,197378048
0.47646020000684075,140767232,144945152,197378048
0.4971450000011828,147451904,144945152,197378048
0.5176811999990605,187674624,349671424,197378048
0.5379249000106938,152506368,213184512,288194560
0.5584685000067111,158994432,213184512,288194560
0.5790753000037512,165416960,213184512,288194560
0.5993498000025284,171773952,213184512,288194560
0.6194938000116963,178065408,213184512,288194560
0.640787000011187,221532160,253792256,288194560
0.6611713000020245,317898752,350740480,317898752
0.6814504000067245,364163072,397291520,364163072
0.7019149000116158,370409472,403496960,370409472
0.722412200004328,372895744,404738048,372895744
0.7428815000021132,373592064,405323776,373592064
0.7633593000064138,373858304,405610496,373874688
0.7846323999983724,374145024,405880832,374145024
0.8051259000058053,374140928,405880832,374145024
0.8254045000066981,374210560,405880832,374210560
0.8458848000009311,374214656,405880832,374214656
0.8663753000000725,374337536,406016000,374345728
0.8869391000043834,374403072,406016000,374403072
0.9076512000028742,374407168,406016000,374407168
0.9283064000046579,374411264,406016000,374415360
0.9486008000094444,374398976,406016000,374415360
0.9690483000013046,374419456,406016000,374419456
0.9897360000031767,374415360,406016000,374419456
1.0101397000107681,374427648,406016000,374427648
1.0307963000086602,374431744,406016000,374431744
1.051159300011932,374423552,406016000,374431744
1.071878500006278,374427648,406016000,374431744
1.0924955000082264,374427648,406016000,374431744
1.1131038000021363,374427648,406016000,374431744
1.1336505000072066,374415360,406016000,374431744
1.153761100009433,374738944,406294528,374738944
1.174411300002248,374751232,406294528,374751232
1.1947266000061063,374755328,406294528,374759424
1.2151224000117509,374755328,406294528,374759424
1.2354353000118863,374755328,406294528,374759424
1.2558835000090767,374751232,406294528,374759424
1.2762554000073578,374771712,406294528,374771712
1.29645100000198,374800384,406294528,374800384
1.3170844000123907,374833152,406294528,374833152
1.3374699000123655,374833152,406294528,374833152
1.3580535000073723,374833152,406294528,374833152
1.3787006000056863,374833152,406294528,374833152
1.3988563000020804,374833152,406294528,374833152
1.4191475000116043,374833152,406294528,374833152
1.4397539000055986,374833152,406294528,374833152
1.4602099000039743,374882304,406294528,374882304
1.4808233000076143,374939648,406294528,374939648
1.501213200011989,374939648,406294528,374939648
1.521392200011178,374939648,406294528,374939648
1.5420615000039106,374939648,406294528,374939648
1.5627195999986725,374939648,406294528,374939648
1.5833119000017177,374939648,406294528,374939648
1.6036583000095561,374939648,406294528,374939648
1.6242178000102285,374939648,406294528,374939648
1.6448202000028687,374939648,406294528,374939648
1.6653544000000693,374939648,406294528,374939648
1.6856812000041828,374939648,406294528,374939648
1.7060153000056744,374939648,406294528,374939648
1.7263152000086848,374939648,406294528,374939648
1.7466549000091618,374939648,406294528,374939648
1.7672213000041666,374939648,406294528,374939648
1.7876260000048205,377790464,416075776,381620224
1.8079990000114776,380882944,452362240,381620224
1.8283519000106025,382181376,520798208,387055616
1.8486608000093838,429539328,567275520,429539328
1.8693586000008509,488464384,625209344,488464384
1.8895966999989469,502095872,675041280,539037696
1.909831299999496,382455808,480964608,539037696
1.930195900000399,383692800,484069376,539037696
1.9506150000088383,388460544,490057728,539037696
1.9713175000069896,405172224,517021696,539037696
1.9918769000069005,398893056,499048448,539037696
2.01198039999872,403427328,512524288,539037696
2.0324056000099517,409391104,512524288,539037696
2.0531027000106405,415354880,512524288,539037696
2.0736810000089463,418926592,532742144,539037696
2.0941133000014815,424693760,532742144,539037696
2.114393600000767,430395392,532742144,539037696
2.1345208999991883,436097024,532742144,539037696
2.155085600010352,438296576,563073024,539037696
2.175236200011568,443854848,563073024,539037696
2.1957754000031855,480784384,596492288,539037696
2.216164800003753,522395648,637235200,539037696
2.236534200012102,523653120,638468096,539037696
2.256960500002606,523943936,638746624,539037696
2.277182999998331,523972608,638758912,539037696
