seconds,working_set_bytes,private_bytes,os_peak_working_set_bytes
0.00493149999238085,1794048,405504,1794048
0.025182600002153777,13799424,6782976,13799424
0.04536230000667274,19881984,13787136,22847488
0.06594010000117123,25473024,20447232,31703040
0.0862836000014795,30654464,26439680,39673856
0.10674269999435637,35909632,35426304,51634176
0.12717890000203624,42594304,35426304,51634176
0.1477967999962857,47816704,48902144,69574656
0.168441999994684,54697984,48902144,69574656
0.18873779999557883,59228160,69124096,96477184
0.2090643999981694,65978368,69124096,96477184
0.22945050000271294,72794112,69124096,96477184
0.24980649999633897,99393536,160112640,136839168
0.27034679999633227,83079168,99450880,136839168
0.29072119999909773,89698304,99450880,136839168
0.31087919999845326,96382976,99450880,136839168
0.33122439999715425,103198720,99450880,136839168
0.3515220999979647,175345664,235937792,175345664
0.3720290000055684,111398912,144949248,197378048
0.39229400000476744,118018048,144949248,197378048
0.41290559999470133,124702720,144949248,197378048
0.43323310000414494,131387392,144949248,197378048
0.4537572999979602,138268672,144949248,197378048
0.47403480000502896,145084416,144949248,197378048
0.4943545999994967,155049984,349675520,197378048
0.5147995000006631,234491904,349675520,288194560
0.5350503999943612,158351360,213188608,288194560
0.555219500005478,165167104,213188608,288194560
0.5757501000043703,172113920,213188608,288194560
0.596238700003596,178995200,213188608,288194560
0.6163853000034578,234479616,267845632,288194560
0.636791800003266,330182656,363143168,330182656
0.6571828000014648,366206976,399437824,366206976
0.6776430000027176,370229248,403451904,370229248
0.6980553000030341,372928512,404676608,372928512
0.7186511000036262,373407744,405188608,373407744
0.7390766000025906,373682176,405479424,373698560
0.7594701000052737,374161408,406028288,374161408
0.7800246999977389,374280192,406028288,374280192
0.8003450999967754,374353920,406028288,374353920
0.8206001999933505,374345728,406028288,374353920
0.8410314999928232,374353920,406028288,374353920
0.8614416000054916,374358016,406028288,374358016
0.8816610000067158,374358016,406028288,374366208
0.9021959999954561,374374400,406028288,374374400
0.9227312000002712,374378496,406028288,374378496
0.9434902000066359,374382592,406028288,374382592
0.9637859999929788,374378496,406028288,374386688
0.9844619999930728,374378496,406028288,374386688
1.0047022999933688,374374400,406028288,374386688
1.0252936000033515,374390784,406028288,374394880
1.0455394000018714,374390784,406028288,374394880
1.0658178000012413,374390784,406028288,374394880
1.086164499996812,374386688,406028288,374394880
1.1064593000046443,374382592,406028288,374394880
1.1267853000026662,374419456,406028288,374419456
1.1471562999940943,374423552,406028288,374423552
1.167545300006168,374431744,406028288,374439936
1.1877277000021422,374431744,406028288,374439936
1.208207499992568,374431744,406028288,374439936
1.2283623999974225,374452224,406028288,374452224
1.2486044999968726,374480896,406028288,374480896
1.2693295999924885,374497280,406028288,374497280
1.2898194000008516,374517760,406028288,374517760
1.3101358999992954,374517760,406028288,374517760
1.3307144999998854,374517760,406028288,374517760
1.3510141000006115,374517760,406028288,374517760
1.3711941999936244,374517760,406028288,374517760
1.39183839999896,374566912,406028288,374566912
1.4122045999974944,374628352,406028288,374628352
1.4324992000038037,374628352,406028288,374628352
1.452839399993536,374628352,406028288,374628352
1.4731157999922289,374628352,406028288,374628352
1.4937592999922344,374628352,406028288,374628352
1.5144967999949586,374628352,406028288,374628352
1.5347380000021076,374628352,406028288,374628352
1.5550913000042783,374628352,406028288,374628352
1.5753060999995796,374628352,406028288,374628352
1.5959502000041539,374628352,406028288,374628352
1.6165673999930732,374628352,406028288,374628352
1.6368891000020085,374628352,406028288,374628352
1.6573725000052946,375574528,412585984,382500864
1.677782600003411,381186048,445050880,382500864
1.6979724999982864,381296640,517005312,385662976
1.7181760999956168,450031616,585736192,450031616
1.7385623000009218,518733824,654757888,518733824
1.7589693000045372,377802752,474144768,539041792
1.779353000005358,384761856,491745280,539041792
1.7998056999931578,388780032,489754624,539041792
1.820372000001953,394055680,498741248,539041792
1.8408059000066714,400543744,498741248,539041792
1.861453799996525,405409792,512217088,539041792
1.8820384999999078,411897856,512217088,539041792
1.902580099995248,416100352,532434944,539041792
1.9229506999981822,422391808,532434944,539041792
1.943419899995206,428814336,532434944,539041792
1.9640445999975782,435433472,532434944,539041792
1.9843884000001708,438398976,562765824,539041792
2.004602500004694,444624896,562765824,539041792
2.0251782999985153,503975936,619130880,539041792
2.045310999994399,523075584,638017536,539041792
2.0654861999937566,523485184,638382080,539041792
2.085756800006493,523763712,638590976,539041792
2.106106199993519,523763712,638590976,539041792
2.12676410000131,523776000,638590976,539041792
2.147113500002888,523776000,638590976,539041792
2.1677530000015395,523776000,638590976,539041792
2.188104000000749,523776000,638590976,539041792
2.208607299995492,523776000,638590976,539041792
2.2292177000053925,523776000,638590976,539041792
2.2497467000066536,523776000,638590976,539041792
2.2701472000044305,523776000,638590976,539041792
2.290320600004634,523776000,638590976,539041792
2.3106473999941954,523776000,638590976,539041792
2.3308308999985456,523964416,638681088,539041792
2.3510475999937626,530190336,711471104,545492992
2.371709800005192,592265216,770392064,592265216
2.392080999998143,530243584,688066560,599011328
2.4123140000010608,530309120,688132096,599011328
2.4325305999955162,530370560,688173056,599011328
2.453187599996454,530632704,688349184,599011328
2.473423899995396,530632704,688349184,599011328
2.49383150000358,530640896,688349184,599011328
2.514295500004664,530640896,688349184,599011328
2.5345056999940425,530640896,688349184,599011328
2.5548807000013767,530640896,688349184,599011328
2.575332899999921,530640896,688349184,599011328
2.595821499999147,530640896,688349184,599011328
2.616274700005306,530640896,688349184,599011328
2.6365261000028113,530640896,688349184,599011328
2.6567752999981167,530640896,688349184,599011328
2.677019199996721,530640896,688349184,599011328
2.6974308999924688,530640896,688349184,599011328
2.717835200004629,530640896,688349184,599011328
2.73802699999942,530649088,688349184,599011328
2.758580099995015,530649088,688349184,599011328
2.779080199994496,530649088,688349184,599011328
2.7995641000015894,530649088,688349184,599011328
2.820134399997187,530649088,688349184,599011328
2.840676699997857,530649088,688349184,599011328
2.86088789999485,530649088,688349184,599011328
2.881438700002036,530649088,688349184,599011328
2.901699699999881,530649088,688349184,599011328
2.9221595999988494,530649088,688349184,599011328
2.942747099994449,530649088,688349184,599011328
2.9629993999988073,530649088,688349184,599011328
2.983305500005372,530661376,688349184,599011328
3.0036818999942625,530661376,688349184,599011328
3.024151699995855,530661376,688349184,599011328
3.044674300006591,378781696,475951104,599011328
3.0652302999951644,40706048,31834112,599011328
3.0856262000015704,24223744,14823424,599011328
3.106637499993667,24223744,14823424,599011328
3.1272578000061912,24223744,14823424,599011328
3.1477676999929827,24223744,14823424,599011328
3.168217400001595,24223744,14823424,599011328
3.188429999994696,24223744,14823424,599011328
3.208633899994311,24223744,14823424,599011328
3.2291629999963334,24223744,14823424,599011328
3.249634799998603,24223744,14823424,599011328
3.2702588999964064,24223744,14823424,599011328
3.2906426999979885,24223744,14823424,599011328
3.3110999000055017,24223744,14823424,599011328
3.3316840000043157,25251840,15314944,599011328
3.3520910999941407,31387648,21725184,599011328
3.372728999995161,36958208,31711232,599011328
3.39308660000097,42496000,40697856,599011328
3.413390600006096,48984064,40697856,599011328
3.433752099997946,54063104,54173696,599011328
3.45437540000421,92119040,92631040,599011328
3.4747917000058806,100659200,101322752,599011328
3.4953270999976667,101781504,102416384,599011328
3.5154764000035357,102039552,102703104,599011328
3.535859399999026,102109184,102703104,599011328
3.556330199993681,102277120,102711296,599011328
3.576998000004096,102322176,102711296,599011328
3.597534700005781,102326272,102711296,599011328
3.618272599996999,102346752,102711296,599011328
3.638662099998328,102342656,102711296,599011328
3.6593031999946106,102342656,102711296,599011328
3.6797227999923052,102354944,102711296,599011328
3.7002268999931403,102354944,102711296,599011328
3.7207778000010876,102383616,102711296,599011328
3.7413925000000745,102416384,102711296,599011328
3.7618929000018397,102428672,102715392,599011328
3.7824347999994643,102432768,102715392,599011328
3.8033671000011964,102457344,102715392,599011328
3.824032899996382,102457344,102715392,599011328
3.844307299994398,102457344,102715392,599011328
3.8649450999946566,102457344,102715392,599011328
3.885328999997,102457344,102715392,599011328
3.905736100001377,102457344,102715392,599011328
3.9263462999952026,102457344,102715392,599011328
3.9468141999968793,102465536,102715392,599011328
3.967291599998134,102465536,102715392,599011328
3.9878988999989815,102469632,102715392,599011328
4.008369000002858,102469632,102715392,599011328
4.028575599993928,102469632,102715392,599011328
4.0489386999979615,102469632,102715392,599011328
4.069268499995815,102469632,102715392,599011328
4.089710000000196,102469632,102715392,599011328
4.109861100005219,102469632,102715392,599011328
4.130166000002646,102469632,102715392,599011328
4.150880400004098,102469632,102715392,599011328
4.171169499997632,102469632,102715392,599011328
4.191413799999282,102477824,102715392,599011328
4.211876799992751,102477824,102715392,599011328
4.232469099995797,102477824,102715392,599011328
4.252655499993125,102514688,102715392,599011328
4.273291200006497,81485824,109961216,599011328
4.2934592999954475,84090880,111792128,599011328
4.314036700001452,86482944,114425856,599011328
4.334653400001116,88514560,116797440,599011328
4.355074299994158,91430912,118484992,599011328
4.375218100001803,96436224,123727872,599011328
4.395419499996933,102031360,129118208,599011328
4.4157400999974925,104222720,130617344,599011328
4.436237300003995,104890368,131264512,599011328
4.456558499994571,109015040,135131136,599011328
4.477392999993754,110075904,135417856,599011328
4.497670400000061,114688000,139874304,599011328
4.518216099997517,115769344,140976128,599011328
4.538672800001223,119681024,144867328,599011328
4.559168399995542,122204160,147374080,599011328
4.579578200005926,122204160,147374080,599011328
4.59980280000309,125534208,150704128,599011328
4.620331900005112,125530112,150704128,599011328
4.640962599994964,129806336,154992640,599011328
4.661169700004393,129810432,154992640,599011328
4.681435799997416,135380992,160600064,599011328
4.701730100001441,135380992,160600064,599011328
4.72193289999268,138641408,163856384,599011328
4.742382900003577,138641408,163856384,599011328
4.762897799999337,144691200,169947136,599011328
4.7834695000055945,144695296,169947136,599011328
4.804141700005857,145305600,173981696,599011328
4.824633199998061,148729856,173989888,599011328
4.845097800003714,149258240,174538752,599011328
4.8656862000061665,153165824,178442240,599011328
4.886349599997629,153169920,178442240,599011328
4.906547499995213,156823552,182099968,599011328
4.926816699997289,157089792,182407168,599011328
4.947330499999225,163000320,188358656,599011328
4.9676488999975845,163004416,188358656,599011328
4.988159200001974,165134336,193576960,599011328
5.0087048999994295,168185856,193576960,599011328
5.028911000001244,168189952,193576960,599011328
5.049098000003141,173195264,198582272,599011328
5.069590700004483,173195264,198582272,599011328
5.090189499998814,177385472,202772480,599011328
5.1103495999996085,177385472,202772480,599011328
5.131034499994712,177385472,202772480,599011328
5.151517299993429,181125120,206512128,599011328
5.171679999999469,181125120,206512128,599011328
5.1922171000042,185462784,210878464,599011328
5.212740300004953,185462784,210878464,599011328
5.233370500005549,190443520,215875584,599011328
5.253766800000449,190447616,215875584,599011328
5.2742713000043295,194514944,219947008,599011328
5.2945094000024255,194514944,219947008,599011328
5.3150471999979345,199462912,224919552,599011328
5.335510000004433,199462912,224919552,599011328
5.355667700001504,199462912,224919552,599011328
5.375805899995612,204587008,230072320,599011328
5.396184400000493,204587008,230072320,599011328
5.416846799998893,208220160,233701376,599011328
5.437055799993686,208220160,233701376,599011328
5.457568700003321,212094976,237580288,599011328
5.4780746000033105,212094976,237580288,599011328
5.4986534000054235,215715840,241201152,599011328
5.518989399992279,215715840,241201152,599011328
5.5392302999971434,219119616,244617216,599011328
5.559614900004817,219119616,244617216,599011328
5.5800416999991285,223604736,249114624,599011328
5.600255600002129,223604736,249114624,599011328
5.620822400000179,228241408,253767680,599011328
5.641184799998882,228245504,253767680,599011328
5.661420899996301,231858176,257413120,599011328
5.681591600005049,231858176,257413120,599011328
5.7018552999943495,235638784,261193728,599011328
5.722041999993962,235638784,261193728,599011328
5.7426071999943815,241803264,267419648,599011328
5.762846800003899,241827840,267419648,599011328
5.783515100003569,242098176,267694080,599011328
5.804160900006536,245772288,271347712,599011328
5.82447969999339,245772288,271347712,599011328
5.844664300006116,249245696,274784256,599011328
5.865018700002111,249487360,275058688,599011328
5.8856117999966955,253333504,278880256,599011328
5.905958599993028,253599744,279154688,599011328
5.926571000003605,257142784,282701824,599011328
5.94688689999748,257146880,282701824,599011328
5.96719719999237,261144576,286711808,599011328
5.987667599998531,261144576,286711808,599011328
6.008462600002531,266473472,292077568,599011328
6.029103399996529,266473472,292077568,599011328
6.049371799992514,272076800,297697280,599011328
6.069739700003993,272080896,297697280,599011328
6.090255599992815,274866176,300482560,599011328
6.110807699995348,274866176,300482560,599011328
6.131169000000227,278593536,304209920,599011328
6.151571700000204,278593536,304209920,599011328
6.171684700006153,281600000,307216384,599011328
6.192099399995641,281600000,307216384,599011328
6.212437199996202,284581888,310202368,599011328
6.232614499996998,284581888,310202368,599011328
6.252872800003388,288673792,314294272,599011328
6.273342800006503,288673792,314294272,599011328
6.293557400000282,282173440,307675136,599011328
6.313880699992296,283328512,309338112,599011328
6.334328500000993,288641024,309338112,599011328
6.354752200000803,293580800,309338112,599011328
6.374979999993229,298180608,309338112,599011328
6.39536880000378,302075904,309338112,599011328
6.416151500001433,309743616,309338112,599011328
6.436518500006059,309993472,309600256,599011328
6.457071199998609,242614272,240422912,599011328
6.477660100004869,26017792,16674816,599011328
6.498307999994722,26017792,16674816,599011328
6.519029500006582,26017792,16674816,599011328
6.539422400004696,26017792,16674816,599011328
6.559892499994021,26017792,16674816,599011328
6.580243899996276,26017792,16674816,599011328
6.600673499997356,26017792,16674816,599011328
6.620886799995787,26017792,16674816,599011328
6.641477600001963,26017792,16674816,599011328
6.661891499999911,26017792,16674816,599011328
6.682273400001577,26017792,16674816,599011328
6.702928200000315,26017792,16674816,599011328
6.723554900003364,26017792,16674816,599011328
6.744177500004298,21319680,10747904,599011328
